법정동,지번,단지명,건축년도,거래연도,거래월,거래일,지역코드,층,전용면적,거래금액,구별,가격
신내동,654,진로아파트,1995,2020,7,4,11260,11,101.86,72500,중랑구,7.25
신내동,657,신내9진흥,1996,2020,7,21,11260,4,33.18,28000,중랑구,2.8
묵동,396,이편한세상화랑대,2017,2020,7,29,11260,5,84.902,96000,중랑구,9.6
중화동,286-22,청원다미소,2004,2020,7,2,11260,3,84.77,55000,중랑구,5.5
망우동,573,신원,1999,2020,7,8,11260,18,59.62,37800,중랑구,3.78
면목동,178-9,다울(178-9),2003,2020,7,23,11260,6,135.51,40500,중랑구,4.05
면목동,1512,형진,1996,2020,7,29,11260,5,109.68,55500,중랑구,5.55
망우동,573,신원,1999,2020,8,15,11260,10,59.62,36700,중랑구,3.67
중화동,450,한신아파트상가동유치원동(103~109),1997,2020,8,29,11260,26,84.87,70000,중랑구,7.0
묵동,378,한국,1999,2020,8,29,11260,3,114.87,55000,중랑구,5.5
면목동,1531,마젤란21,2007,2020,8,30,11260,4,78.941,69000,중랑구,6.9
신내동,650,신내6대주,1996,2020,8,31,11260,8,39.84,41500,중랑구,4.15
신내동,661,신내11대명,1996,2020,8,26,11260,2,39.76,34700,중랑구,3.47
중화동,450,한신아파트상가동유치원동(103~109),1997,2020,8,4,11260,17,50.37,54000,중랑구,5.4
상봉동,87-27,센트럴파크55,2019,2020,8,24,11260,9,46.45,43500,중랑구,4.35
상봉동,87-27,센트럴파크55,2019,2020,8,24,11260,5,48.83,43500,중랑구,4.35
상봉동,495,동부아파트,1999,2020,8,28,11260,11,84.99,71800,중랑구,7.18
신내동,783,성원,1994,2020,9,3,11260,18,84.4,65650,중랑구,6.565
중화동,207-14,미영리치타운,2007,2020,9,28,11260,9,84.71,63000,중랑구,6.3
중화동,11-7,현대휴앤미(102동),2007,2020,9,28,11260,5,77.71,40000,중랑구,4.0
중화동,450,한신아파트상가동유치원동(103~109),1997,2020,9,26,11260,7,50.37,55000,중랑구,5.5
상봉동,89-10,레그노시티,2020,2020,9,30,11260,9,20.858,25800,중랑구,2.58
면목동,1511,두산3,1995,2020,9,26,11260,23,84.77,70000,중랑구,7.0
면목동,1510,두산2,1995,2020,9,27,11260,11,134.2,85500,중랑구,8.55
신내동,654,진로아파트,1995,2020,9,26,11260,9,101.86,77000,중랑구,7.7
신내동,479,중앙하이츠,1996,2020,9,23,11260,3,84.97,57000,중랑구,5.7
상봉동,89-10,레그노시티,2020,2020,9,22,11260,15,25.451,28800,중랑구,2.88
묵동,385,현대아이파크,2002,2020,10,13,11260,5,84.9785,78500,중랑구,7.85
상봉동,1,건영1,1997,2020,10,6,11260,5,84.96,69000,중랑구,6.9
신내동,785,건영2차,1996,2020,10,24,11260,3,84.96,70300,중랑구,7.03
면목동,1527,신성미소지움,2004,2020,10,9,11260,12,80.1913,66000,중랑구,6.6
면목동,1544,라온프라이빗,2020,2020,10,26,11260,11,59.9699,94000,중랑구,9.4
신내동,654,진로아파트,1995,2020,10,31,11260,8,101.86,83000,중랑구,8.3
면목동,1527,신성미소지움,2004,2020,10,9,11260,12,80.1913,66000,중랑구,6.6
신내동,397,동성1,1993,2020,10,27,11260,14,84.08,67000,중랑구,6.7
묵동,239-180,성원팰리스,2020,2020,10,20,11260,2,40.41,30400,중랑구,3.04
면목동,1-41,개인택시주택조합(미성아파트),1995,2020,10,22,11260,4,50.0,24300,중랑구,2.43
묵동,164-4,묵동자이(1단지),2010,2020,11,17,11260,33,111.32,105000,중랑구,10.5
상봉동,1,건영1,1997,2020,11,20,11260,9,84.96,75000,중랑구,7.5
묵동,384,신안3,2000,2020,11,27,11260,4,59.86,51000,중랑구,5.1
망우동,575,청광,2001,2020,11,10,11260,7,83.4564,45000,중랑구,4.5
신내동,656,화성.두산아파트,1995,2020,11,16,11260,14,66.96,62200,중랑구,6.22
묵동,20,신내두산아파트,1995,2020,11,7,11260,3,126.28,91000,중랑구,9.1
망우동,577,예성그린캐슬,2004,2020,11,13,11260,8,58.9,44500,중랑구,4.45
망우동,577,예성그린캐슬,2004,2020,11,13,11260,11,84.83,55000,중랑구,5.5
묵동,381,신안1,1999,2020,11,23,11260,4,84.99,65200,중랑구,6.52
신내동,656,화성.두산아파트,1995,2020,11,14,11260,9,66.96,61500,중랑구,6.15
중화동,450,한신아파트상가동유치원동(103~109),1997,2020,12,11,11260,19,59.76,62500,중랑구,6.25
묵동,188-1,장미,1983,2020,12,19,11260,1,92.49,60000,중랑구,6.0
망우동,577,예성그린캐슬,2004,2020,12,26,11260,17,58.9,45500,중랑구,4.55
중화동,450,한신아파트상가동유치원동(103~109),1997,2020,12,9,11260,3,84.87,75000,중랑구,7.5
신내동,783,성원,1994,2020,12,25,11260,25,84.32,68500,중랑구,6.85
망우동,578,한진해모로,2007,2020,12,20,11260,6,59.9,54900,중랑구,5.49
묵동,13,신내,1996,2020,12,2,11260,2,49.77,46500,중랑구,4.65
면목동,1510,두산2,1995,2020,12,31,11260,12,134.2,88000,중랑구,8.8
중화동,110-26,로얄,2004,2020,12,28,11260,3,80.33,40000,중랑구,4.0
망우동,573,신원,1999,2020,12,29,11260,16,59.62,44000,중랑구,4.4
면목동,715,늘푸른동아,2002,2021,1,8,11260,1,114.73,83000,중랑구,8.3
중화동,450,한신아파트상가동유치원동(103~109),1997,2021,1,29,11260,19,59.76,62500,중랑구,6.25
면목동,1077-1,용마한신,1990,2021,1,18,11260,1,35.44,30000,중랑구,3.0
신내동,783,성원,1994,2021,1,21,11260,12,84.32,71000,중랑구,7.1
신내동,817,신내 데시앙포레,2013,2021,1,30,11260,8,84.65,81800,중랑구,8.18
묵동,167,신도,1998,2021,1,23,11260,12,59.89,60000,중랑구,6.0
면목동,1502,현대,1994,2021,1,16,11260,3,74.79,68000,중랑구,6.8
신내동,785,건영2차,1996,2021,1,29,11260,16,74.25,75000,중랑구,7.5
신내동,816,신내우디안1단지,2014,2021,1,18,11260,12,59.49,69000,중랑구,6.9
면목동,472-8,아람플러스,2009,2021,1,11,11260,7,84.975,59900,중랑구,5.99
망우동,577,예성그린캐슬,2004,2021,2,17,11260,9,58.9,45000,중랑구,4.5
묵동,385,현대아이파크,2002,2021,2,6,11260,23,101.4007,86300,중랑구,8.63
신내동,591,동성아파트,1997,2021,2,10,11260,5,84.08,70000,중랑구,7.0
면목동,1-41,개인택시주택조합(미성아파트),1995,2021,2,28,11260,6,55.4,31000,중랑구,3.1
상봉동,500,프레미어스엠코,2013,2021,2,22,11260,17,111.56,120000,중랑구,12.0
망우동,226,경남,1989,2021,2,8,11260,5,52.71,38000,중랑구,3.8
면목동,1499,용마동아,1993,2021,2,6,11260,2,84.88,60500,중랑구,6.05
상봉동,484,"엘지,쌍용아파트",1996,2021,2,10,11260,8,68.12,64800,중랑구,6.48
면목동,494,용마금호타운,1992,2021,2,27,11260,11,84.9,73500,중랑구,7.35
신내동,783,성원,1994,2021,2,17,11260,1,84.32,67000,중랑구,6.7
면목동,1545,사가정센트럴아이파크,2020,2021,3,29,11260,18,84.956,112000,중랑구,11.2
면목동,1545,사가정센트럴아이파크,2020,2021,3,6,11260,1,114.853,142000,중랑구,14.2
신내동,450-1,신내아트빌,1997,2021,3,15,11260,3,119.59,50000,중랑구,5.0
상봉동,499,건영캐스빌,2006,2021,3,18,11260,17,84.6475,87300,중랑구,8.73
면목동,1545,사가정센트럴아이파크,2020,2021,3,6,11260,1,114.853,142000,중랑구,14.2
묵동,377,세원,1997,2021,3,16,11260,6,84.66,45000,중랑구,4.5
망우동,490-30,문수해오름,2002,2021,3,8,11260,5,83.61,43000,중랑구,4.3
망우동,580-1,금호어울림(580-1),2006,2021,3,11,11260,1,84.93,66000,중랑구,6.6
신내동,487,라이프미성,1992,2021,3,27,11260,7,82.3,53900,중랑구,5.39
망우동,577,예성그린캐슬,2004,2021,3,20,11260,2,58.9,44000,중랑구,4.4
망우동,178-80,"염광(5,8,10,11동)",1984,2021,4,20,11260,2,60.37,49250,중랑구,4.925
면목동,1-41,개인택시주택조합(미성아파트),1995,2021,4,24,11260,3,55.4,30700,중랑구,3.07
면목동,1-41,개인택시주택조합(미성아파트),1995,2021,4,24,11260,3,55.4,30700,중랑구,3.07
묵동,378,한국,1999,2021,4,5,11260,2,114.87,69800,중랑구,6.98
신내동,788,동성5,1997,2021,4,11,11260,6,59.91,49000,중랑구,4.9
묵동,392,월드메르디앙,2009,2021,4,22,11260,4,83.51,76900,중랑구,7.69
묵동,387,브라운스톤태릉,2004,2021,4,28,11260,11,83.5358,86000,중랑구,8.6
중화동,450,한신아파트상가동유치원동(103~109),1997,2021,4,28,11260,25,84.87,90000,중랑구,9.0
면목동,193-1,면목한신,1987,2021,4,30,11260,1,84.92,68000,중랑구,6.8
면목동,1515,성원상떼빌,1997,2021,4,24,11260,1,84.96,68800,중랑구,6.88
묵동,164-4,묵동자이(1단지),2010,2021,5,6,11260,13,111.32,109000,중랑구,10.9
망우동,226,경남,1989,2021,5,26,11260,4,81.91,59000,중랑구,5.9
망우동,583,중랑숲리가,2012,2021,5,22,11260,2,84.964,76300,중랑구,7.63
묵동,390,SM해그린,2006,2021,5,5,11260,3,84.47,60000,중랑구,6.0
상봉동,115-61,주함해븐타워,2015,2021,5,17,11260,17,14.4,10000,중랑구,1.0
상봉동,501,상봉듀오트리스,2016,2021,5,4,11260,41,257.26,220000,중랑구,22.0
면목동,1543,한양수자인사가정파크,2019,2021,5,28,11260,1,23.1074,31000,중랑구,3.1
신내동,650,신내6대주,1996,2021,5,27,11260,9,59.76,69500,중랑구,6.95
신내동,795,새한,1998,2021,5,29,11260,10,115.84,75000,중랑구,7.5
상봉동,210-2,해동훼미리,2005,2021,5,8,11260,4,84.72,44000,중랑구,4.4
신내동,783,성원,1994,2021,6,15,11260,20,84.32,72000,중랑구,7.2
면목동,1548,쌍용더플래티넘용마산,2020,2021,6,17,11260,8,75.058,112000,중랑구,11.2
중화동,438,삼익아파트.상가동,1995,2021,6,22,11260,9,59.34,49000,중랑구,4.9
망우동,508-34,예원캐슬,2012,2021,6,24,11260,11,38.56,23000,중랑구,2.3
면목동,1513,면목삼호101,2000,2021,6,26,11260,3,59.67,59000,중랑구,5.9
신내동,657,신내9진흥,1996,2021,6,23,11260,5,33.18,38500,중랑구,3.85
묵동,13,신내,1996,2021,6,23,11260,1,59.76,60000,중랑구,6.0
묵동,168-8,고덕골든빌(101동),2012,2021,6,24,11260,11,74.94,74500,중랑구,7.45
면목동,1519,신성,1998,2021,6,25,11260,16,59.91,59500,중랑구,5.95
망우동,226,경남,1989,2021,6,25,11260,5,59.94,49800,중랑구,4.98
신내동,783,성원,1994,2021,7,17,11260,1,84.4,64000,중랑구,6.4
면목동,1543,한양수자인사가정파크,2019,2021,7,5,11260,4,23.1074,33000,중랑구,3.3
면목동,494,용마금호타운,1992,2021,7,28,11260,5,84.9,75500,중랑구,7.55
묵동,381,신안1,1999,2021,7,10,11260,12,84.99,75300,중랑구,7.53
묵동,385,현대아이파크,2002,2021,7,31,11260,15,84.9416,100000,중랑구,10.0
중화동,450,한신아파트상가동유치원동(103~109),1997,2021,7,19,11260,7,59.76,72900,중랑구,7.29
묵동,384,신안3,2000,2021,7,12,11260,7,84.99,79000,중랑구,7.9
신내동,816,신내우디안1단지,2014,2021,7,29,11260,12,84.65,84500,중랑구,8.45
중화동,450,한신아파트상가동유치원동(103~109),1997,2021,7,31,11260,8,84.03,90900,중랑구,9.09
중화동,450,한신아파트상가동유치원동(103~109),1997,2021,7,31,11260,15,59.76,77000,중랑구,7.7
묵동,386,금호어울림,2003,2021,8,18,11260,16,101.97,98750,중랑구,9.875
면목동,1515,성원상떼빌,1997,2021,8,28,11260,2,114.75,86800,중랑구,8.68
상봉동,498,태영데시앙2(1411동),2003,2021,8,20,11260,10,84.6,87000,중랑구,8.7
면목동,494,용마금호타운,1992,2021,8,13,11260,6,84.9,75000,중랑구,7.5
중화동,314-1,태능에셈빌,2005,2021,8,24,11260,11,84.843,49000,중랑구,4.9
묵동,396,이편한세상화랑대,2017,2021,8,30,11260,12,84.902,121000,중랑구,12.1
묵동,396,이편한세상화랑대,2017,2021,8,6,11260,11,84.902,116500,중랑구,11.65
망우동,226,경남,1989,2021,8,16,11260,2,81.91,64000,중랑구,6.4
망우동,580,금호어울림(580),2006,2021,8,13,11260,3,59.96,62500,중랑구,6.25
묵동,396,이편한세상화랑대,2017,2021,8,21,11260,5,59.953,95000,중랑구,9.5
면목동,1543,한양수자인사가정파크,2019,2021,9,17,11260,13,84.6068,124000,중랑구,12.4
신내동,650,신내6대주,1996,2021,9,4,11260,7,49.77,67200,중랑구,6.72
신내동,618,동성3,1997,2021,9,11,11260,13,134.88,94500,중랑구,9.45
면목동,1499,용마동아,1993,2021,9,27,11260,8,84.88,73500,중랑구,7.35
묵동,169-10,신도브래뉴,2004,2021,9,28,11260,5,51.86,51800,중랑구,5.18
상봉동,104-10,리더스,2019,2021,9,27,11260,8,29.57,29500,중랑구,2.95
묵동,379,극동늘푸른,1999,2021,9,1,11260,9,84.08,74200,중랑구,7.42
면목동,1512,형진,1996,2021,9,29,11260,9,84.18,75000,중랑구,7.5
묵동,13,신내,1996,2021,9,30,11260,5,49.77,63000,중랑구,6.3
상봉동,499,건영캐스빌,2006,2021,9,14,11260,5,84.6475,93500,중랑구,9.35
묵동,20,신내대림아파트,1995,2021,10,18,11260,12,102.7,117000,중랑구,11.7
묵동,20,신내대림아파트,1995,2021,10,13,11260,5,126.28,126500,중랑구,12.65
망우동,579,한울네세창,2005,2021,10,25,11260,9,84.4,59500,중랑구,5.95
면목동,1525,용마산금호어울림,2006,2021,10,5,11260,4,75.72,85000,중랑구,8.5
면목동,126-1,킴스아파트,2018,2021,10,27,11260,12,38.91,30000,중랑구,3.0
면목동,1543,한양수자인사가정파크,2019,2021,10,21,11260,8,84.9862,129500,중랑구,12.95
상봉동,81-5,한일써너스빌,2003,2021,10,28,11260,3,66.254,84500,중랑구,8.45
중화동,438,삼익아파트.상가동,1995,2021,10,9,11260,12,84.9,69000,중랑구,6.9
상봉동,136-102,e-푸른나동,2004,2021,10,4,11260,7,65.19,33000,중랑구,3.3
신내동,618,동성3,1997,2021,10,26,11260,9,59.4,65000,중랑구,6.5
신내동,397,동성1,1993,2021,11,9,11260,1,84.98,71000,중랑구,7.1
망우동,578,한진해모로,2007,2021,11,20,11260,5,59.9,67700,중랑구,6.77
신내동,317,데시앙,2010,2021,11,23,11260,10,84.3,100000,중랑구,10.0
신내동,656,화성.두산아파트,1995,2021,11,22,11260,14,84.99,86000,중랑구,8.6
묵동,385,현대아이파크,2002,2021,11,20,11260,8,84.9765,96200,중랑구,9.62
면목동,494,용마금호타운,1992,2021,11,2,11260,10,84.9,83000,중랑구,8.3
망우동,580,금호어울림(580),2006,2021,11,30,11260,11,84.94,80200,중랑구,8.02
면목동,1530,면목동2차미소지움아파트,2005,2021,11,29,11260,8,81.96,75000,중랑구,7.5
신내동,650,신내6대주,1996,2021,11,30,11260,12,59.76,75000,중랑구,7.5
면목동,1502,현대,1994,2021,11,25,11260,6,84.09,84000,중랑구,8.4
망우동,226,경남,1989,2021,12,19,11260,5,59.94,50000,중랑구,5.0
망우동,236-7,대보,1988,2021,12,10,11260,5,44.01,39000,중랑구,3.9
면목동,1512,형진,1996,2021,12,15,11260,4,59.94,54800,중랑구,5.48
상봉동,500,프레미어스엠코,2013,2021,12,24,11260,28,101.08,122000,중랑구,12.2
면목동,105-4,건원베스트원,2015,2021,12,30,11260,12,17.43,17900,중랑구,1.79
묵동,20,신내대림아파트,1995,2021,12,31,11260,4,102.7,105000,중랑구,10.5
묵동,396,이편한세상화랑대,2017,2021,12,26,11260,12,84.834,114000,중랑구,11.4
상봉동,1,건영1,1997,2021,12,25,11260,6,84.96,83000,중랑구,8.3
면목동,142-8,포인트아파트비동,2005,2021,12,27,11260,4,83.2,51500,중랑구,5.15
중화동,286-22,청원다미소,2004,2021,12,31,11260,5,84.77,69500,중랑구,6.95
중화동,314-1,태능에셈빌,2005,2022,1,21,11260,9,84.843,74000,중랑구,7.4
신내동,317,데시앙,2010,2022,1,20,11260,10,84.3,100000,중랑구,10.0
묵동,387,브라운스톤태릉,2004,2022,1,28,11260,11,59.4364,71000,중랑구,7.1
묵동,13,신내,1996,2022,1,29,11260,7,39.84,50000,중랑구,5.0
상봉동,500,프레미어스엠코,2013,2022,1,28,11260,43,175.05,208000,중랑구,20.8
상봉동,104-10,리더스,2019,2022,1,22,11260,9,31.05,30000,중랑구,3.0
중화동,208-4,범양프레체,2012,2022,1,27,11260,15,17.94,12200,중랑구,1.22
신내동,618,동성3,1997,2022,1,29,11260,9,59.4,61000,중랑구,6.1
면목동,1516,면목삼익아파트,1997,2022,1,27,11260,16,59.5,66500,중랑구,6.65
중화동,208-4,범양프레체,2012,2022,1,28,11260,15,17.94,11400,중랑구,1.14
신내동,796,다우훼밀리,1999,2022,2,28,11260,12,59.96,57500,중랑구,5.75
면목동,1543,한양수자인사가정파크,2019,2022,2,19,11260,3,23.1074,41000,중랑구,4.1
묵동,58-1,풀내음(A동),2006,2022,2,10,11260,5,66.12,40000,중랑구,4.0
상봉동,106,상봉힐스테이,2021,2022,2,22,11260,13,17.25,30000,중랑구,3.0
상봉동,499,건영캐스빌,2006,2022,2,19,11260,6,84.6475,94000,중랑구,9.4
면목동,1077-1,용마한신,1990,2022,2,28,11260,12,44.35,56000,중랑구,5.6
신내동,783,성원,1994,2022,2,14,11260,3,84.32,70000,중랑구,7.0
묵동,245-64,우성,1975,2022,2,21,11260,2,48.13,31500,중랑구,3.15
상봉동,87-27,센트럴파크55,2019,2022,2,19,11260,7,48.49,46200,중랑구,4.62
상봉동,106,상봉힐스테이,2021,2022,2,20,11260,10,17.25,30500,중랑구,3.05
신내동,656,화성.두산아파트,1995,2022,3,26,11260,8,66.96,60000,중랑구,6.0
상봉동,101-19,상봉베스트원,2019,2022,3,30,11260,11,27.31,33000,중랑구,3.3
면목동,1077-1,용마한신,1990,2022,3,30,11260,13,82.39,74300,중랑구,7.43
면목동,472-8,아람플러스,2009,2022,3,30,11260,6,84.955,55500,중랑구,5.55
신내동,795,새한,1998,2022,3,26,11260,14,59.77,60000,중랑구,6.0
상봉동,115-61,주함해븐타워,2015,2022,3,24,11260,18,15.17,13500,중랑구,1.35
면목동,1515,성원상떼빌,1997,2022,3,19,11260,19,59.91,63000,중랑구,6.3
면목동,538,신영,2013,2022,3,18,11260,4,16.93,9300,중랑구,0.93
면목동,1514,풍림,1997,2022,3,30,11260,8,59.4,59400,중랑구,5.94
상봉동,1,건영1,1997,2022,3,31,11260,5,84.96,76000,중랑구,7.6
묵동,188-1,장미,1983,2022,4,5,11260,1,92.49,77000,중랑구,7.7
중화동,286-22,청원다미소,2004,2022,4,7,11260,5,84.8,76000,중랑구,7.6
신내동,650,신내6대주,1996,2022,4,30,11260,3,49.77,61500,중랑구,6.15
면목동,1522,두산4,2000,2022,4,23,11260,25,84.87,93000,중랑구,9.3
면목동,472-8,아람플러스,2009,2022,4,26,11260,5,84.975,65000,중랑구,6.5
면목동,126-1,킴스아파트,2018,2022,4,29,11260,11,38.91,32500,중랑구,3.25
묵동,13,신내,1996,2022,4,27,11260,10,39.84,44500,중랑구,4.45
신내동,487,라이프미성,1992,2022,4,29,11260,4,82.3,64000,중랑구,6.4
상봉동,500,프레미어스엠코,2013,2022,4,20,11260,31,111.56,134500,중랑구,13.45
망우동,576,가야써니빌,2002,2022,4,29,11260,7,59.96,54500,중랑구,5.45
신내동,397,동성1,1993,2022,5,16,11260,8,59.4,61200,중랑구,6.12
상봉동,104-10,리더스,2019,2022,5,29,11260,6,29.34,31000,중랑구,3.1
망우동,213-3,개나리,1988,2022,5,25,11260,4,41.88,34800,중랑구,3.48
신내동,654,진로아파트,1995,2022,5,30,11260,2,134.37,109000,중랑구,10.9
상봉동,104-10,리더스,2019,2022,5,9,11260,6,29.34,31000,중랑구,3.1
신내동,479,중앙하이츠,1996,2022,5,27,11260,5,84.97,68500,중랑구,6.85
면목동,1510,두산2,1995,2022,5,21,11260,11,84.77,79000,중랑구,7.9
면목동,193-1,면목한신,1987,2022,5,23,11260,8,35.3,39700,중랑구,3.97
면목동,1522-1,두산5,2000,2022,5,30,11260,6,59.72,70000,중랑구,7.0
묵동,393,묵동포레시타,2013,2022,5,21,11260,5,18.59,12250,중랑구,1.225
