법정동,지번,단지명,건축년도,거래연도,거래월,거래일,지역코드,층,전용면적,거래금액,구별,가격
답십리동,1013,래미안미드카운티,2019,2022,12,23,11230,12,84.97,103000,동대문구,10.3
답십리동,1014,답십리파크자이,2019,2022,12,23,11230,17,49.54,74000,동대문구,7.4
용두동,791,용두두산위브,2009,2023,1,19,11230,12,59.99,75000,동대문구,7.5
답십리동,1003,래미안위브,2014,2023,1,5,11230,6,84.98,94000,동대문구,9.4
답십리동,488-18,센시티16,2013,2023,1,9,11230,13,14.244,10000,동대문구,1.0
장안동,372-8,청명에버아트3차,2017,2023,1,16,11230,12,52.96,47000,동대문구,4.7
장안동,336,장안현대홈타운(336),2003,2023,1,31,11230,27,84.87,83000,동대문구,8.3
용두동,792,래미안 허브리츠,2011,2023,1,31,11230,12,84.97,100000,동대문구,10.0
회기동,346-18,베라체캠퍼스,2013,2023,1,30,11230,13,24.011,24000,동대문구,2.4
용두동,792,래미안 허브리츠,2011,2023,1,31,11230,6,59.98,80000,동대문구,8.0
답십리동,494-1,한일노벨리아,2016,2023,1,20,11230,13,14.76,13700,동대문구,1.37
전농동,10,전농SK,2000,2023,1,27,11230,16,114.3,80000,동대문구,8.0
답십리동,41,동서울한양,1989,2023,2,11,11230,7,76.41,58000,동대문구,5.8
답십리동,1003,래미안위브,2014,2023,2,8,11230,3,84.98,108000,동대문구,10.8
이문동,84,중앙하이츠빌,2002,2023,2,3,11230,16,59.4,62000,동대문구,6.2
전농동,690,래미안크레시티,2014,2023,2,28,11230,9,59.99,97000,동대문구,9.7
장안동,580,장안위더스빌,2011,2023,2,28,11230,5,106.88,81000,동대문구,8.1
용두동,792,래미안 허브리츠,2011,2023,2,24,11230,3,59.96,82000,동대문구,8.2
답십리동,1003,래미안위브,2014,2023,2,27,11230,8,121.64,127000,동대문구,12.7
회기동,346-18,베라체캠퍼스,2013,2023,2,20,11230,4,24.011,25900,동대문구,2.59
전농동,690,래미안크레시티,2014,2023,2,24,11230,7,59.99,95300,동대문구,9.53
이문동,225,대림e-편한세상,2003,2023,2,21,11230,23,84.972,75000,동대문구,7.5
청량리동,60,한신,1997,2023,3,31,11230,12,114.95,85000,동대문구,8.5
휘경동,57,주공2,2001,2023,3,26,11230,6,59.79,54800,동대문구,5.48
이문동,64,쌍용,2000,2023,3,14,11230,3,59.99,59000,동대문구,5.9
청량리동,60,한신,1997,2023,3,31,11230,12,114.95,85000,동대문구,8.5
용두동,792,래미안 허브리츠,2011,2023,3,25,11230,4,84.97,96500,동대문구,9.65
이문동,256-2,투니온,2013,2023,3,27,11230,13,26.34,13000,동대문구,1.3
답십리동,1014,답십리파크자이,2019,2023,3,27,11230,2,59.91,87500,동대문구,8.75
청량리동,235-1,미주,1978,2023,3,30,11230,15,101.62,95000,동대문구,9.5
휘경동,57,주공1,2001,2023,3,29,11230,21,84.29,72000,동대문구,7.2
이문동,45,대우,2001,2023,3,24,11230,25,84.89,72500,동대문구,7.25
청량리동,234-2,현대,1987,2023,4,22,11230,8,128.57,89000,동대문구,8.9
전농동,10,전농SK,2000,2023,4,18,11230,21,84.95,78000,동대문구,7.8
휘경동,367,휘경센트레빌,2011,2023,4,1,11230,14,84.89,88500,동대문구,8.85
용두동,791,용두두산위브,2009,2023,4,29,11230,13,59.99,78800,동대문구,7.88
전농동,688,래미안아름숲,2012,2023,4,27,11230,12,114.92,109500,동대문구,10.95
답십리동,1015,답십리엘림퍼스트,2020,2023,4,30,11230,6,52.6987,60000,동대문구,6.0
장안동,336,장안현대홈타운(336),2003,2023,4,28,11230,27,84.87,81500,동대문구,8.15
전농동,690,래미안크레시티,2014,2023,4,27,11230,21,84.98,120000,동대문구,12.0
제기동,892-66,현대,1999,2023,4,28,11230,5,59.92,69500,동대문구,6.95
전농동,690,래미안크레시티,2014,2023,4,29,11230,5,59.99,96000,동대문구,9.6
답십리동,1009,힐스테이트청계,2018,2023,5,11,11230,6,48.98,82000,동대문구,8.2
답십리동,1014,답십리파크자이,2019,2023,5,24,11230,9,84.83,118000,동대문구,11.8
전농동,690,래미안크레시티,2014,2023,5,30,11230,9,59.99,103500,동대문구,10.35
장안동,440-7,상록파라브아파트105동,2010,2023,5,31,11230,11,84.99,61000,동대문구,6.1
장안동,440-7,상록파라브아파트105동,2010,2023,5,31,11230,11,84.99,61000,동대문구,6.1
신설동,109-13,청계천대성스카이렉스1,2007,2023,5,27,11230,9,84.78,74000,동대문구,7.4
답십리동,1003,래미안위브,2014,2023,5,30,11230,1,121.64,135000,동대문구,13.5
전농동,695,동대문롯데캐슬노블레스,2018,2023,5,29,11230,24,84.98,120500,동대문구,12.05
전농동,690,래미안크레시티,2014,2023,5,28,11230,12,84.97,121000,동대문구,12.1
답십리동,1003,래미안위브,2014,2023,5,27,11230,3,84.98,100000,동대문구,10.0
용두동,795,이편한세상청계센트럴포레,2021,2023,6,13,11230,16,59.96,105000,동대문구,10.5
용두동,795,이편한세상청계센트럴포레,2021,2023,6,25,11230,11,59.96,114500,동대문구,11.45
휘경동,57,주공1,2001,2023,6,6,11230,17,84.73,75350,동대문구,7.535
용두동,792,래미안 허브리츠,2011,2023,6,29,11230,2,84.97,70000,동대문구,7.0
답십리동,1013,래미안미드카운티,2019,2023,6,27,11230,17,59.98,98700,동대문구,9.87
장안동,329-2,장안힐스테이트,2007,2023,6,7,11230,20,59.885,77500,동대문구,7.75
장안동,329-3,래미안장안2차,2007,2023,6,27,11230,18,64.85,75500,동대문구,7.55
전농동,6,전농우성,1992,2023,6,17,11230,11,59.78,57000,동대문구,5.7
청량리동,60,한신,1997,2023,6,21,11230,8,59.97,64300,동대문구,6.43
답십리동,1003,래미안위브,2014,2023,6,26,11230,18,84.98,120000,동대문구,12.0
전농동,10,전농SK,2000,2023,7,26,11230,25,59.34,68000,동대문구,6.8
전농동,10,전농SK,2000,2023,7,26,11230,25,59.34,68000,동대문구,6.8
제기동,892-68,경동미주,1977,2023,7,25,11230,8,67.21,63000,동대문구,6.3
답십리동,808,대림,2003,2023,7,14,11230,14,59.65,65500,동대문구,6.55
답십리동,808,대림,2003,2023,7,14,11230,14,59.65,65500,동대문구,6.55
장안동,329-3,래미안장안2차,2007,2023,7,30,11230,17,81.05,93000,동대문구,9.3
제기동,892-68,경동미주,1977,2023,7,28,11230,5,96.96,91000,동대문구,9.1
전농동,690,래미안크레시티,2014,2023,7,25,11230,7,59.99,108500,동대문구,10.85
답십리동,990,두산,2000,2023,7,29,11230,6,84.83,76000,동대문구,7.6
제기동,153,안암골벽산,2003,2023,7,24,11230,9,116.69,93000,동대문구,9.3
전농동,10,전농SK,2000,2023,8,18,11230,4,59.34,65700,동대문구,6.57
답십리동,80,답십리청솔우성,2000,2023,8,24,11230,8,114.76,87000,동대문구,8.7
전농동,687,전농동신성미소지움,2005,2023,8,19,11230,8,80.325,97500,동대문구,9.75
답십리동,80,답십리청솔우성,2000,2023,8,13,11230,2,59.74,65000,동대문구,6.5
용두동,792,래미안 허브리츠,2011,2023,8,30,11230,5,84.97,108000,동대문구,10.8
장안동,306-10,새한그린빌(306-10),2003,2023,8,28,11230,6,84.92,25500,동대문구,2.55
용두동,795,이편한세상청계센트럴포레,2021,2023,8,29,11230,24,84.93,133500,동대문구,13.35
청량리동,235-1,미주,1978,2023,8,26,11230,10,102.15,110000,동대문구,11.0
이문동,45,대우,2001,2023,8,26,11230,9,84.891,79000,동대문구,7.9
이문동,45,대우,2001,2023,8,26,11230,1,84.891,71500,동대문구,7.15
청량리동,235-1,미주,1978,2023,9,28,11230,3,152.2,130000,동대문구,13.0
답십리동,41,동서울한양,1989,2023,9,26,11230,8,76.41,68000,동대문구,6.8
휘경동,106,휘경미소지움,1999,2023,9,26,11230,1,114.03,75000,동대문구,7.5
답십리동,464-1,신답극동,1987,2023,9,24,11230,15,105.59,80000,동대문구,8.0
신설동,109-13,청계천대성스카이렉스1,2007,2023,9,15,11230,16,75.24,72500,동대문구,7.25
이문동,225,대림e-편한세상,2003,2023,9,25,11230,9,59.958,60000,동대문구,6.0
장안동,336,장안현대홈타운(336),2003,2023,9,19,11230,8,84.87,92000,동대문구,9.2
휘경동,57,주공2,2001,2023,9,25,11230,19,39.97,38000,동대문구,3.8
휘경동,57,주공2,2001,2023,9,15,11230,10,59.13,63000,동대문구,6.3
답십리동,1013,래미안미드카운티,2019,2023,9,23,11230,16,84.99,118500,동대문구,11.85
청량리동,235-1,미주,1978,2023,10,10,11230,12,152.17,131000,동대문구,13.1
청량리동,235-1,미주,1978,2023,10,10,11230,12,152.17,131000,동대문구,13.1
전농동,690,래미안크레시티,2014,2023,10,27,11230,11,121.95,155000,동대문구,15.5
답십리동,530-4,보광타워,2019,2023,10,21,11230,14,22.46,28800,동대문구,2.88
답십리동,994,답십리한화,2001,2023,10,31,11230,2,84.86,85500,동대문구,8.55
장안동,329-3,래미안장안2차,2007,2023,10,31,11230,12,81.05,98500,동대문구,9.85
장안동,587,동대문더퍼스트데시앙,2019,2023,10,29,11230,12,59.9942,78500,동대문구,7.85
답십리동,994,답십리한화,2001,2023,10,31,11230,2,84.86,85500,동대문구,8.55
전농동,690,래미안크레시티,2014,2023,10,27,11230,17,84.96,126000,동대문구,12.6
제기동,1212,한신아파트,2004,2023,10,30,11230,3,114.885,85000,동대문구,8.5
장안동,373-3,현대썬앤빌601,2015,2023,11,30,11230,19,18.35,10500,동대문구,1.05
장안동,336,장안현대홈타운(336),2003,2023,11,30,11230,12,84.87,88000,동대문구,8.8
답십리동,989-1,우성그린,1997,2023,11,28,11230,7,84.98,69500,동대문구,6.95
용두동,791,용두두산위브,2009,2023,11,25,11230,20,84.99,97000,동대문구,9.7
장안동,382-3,청명에버아트1차,2017,2023,11,30,11230,13,50.86,35000,동대문구,3.5
이문동,84,중앙하이츠빌,2002,2023,11,14,11230,10,84.81,80000,동대문구,8.0
이문동,64,쌍용,2000,2023,11,23,11230,2,84.89,73500,동대문구,7.35
답십리동,990,두산,2000,2023,11,16,11230,5,59.96,62000,동대문구,6.2
전농동,690,래미안크레시티,2014,2023,11,24,11230,14,59.99,103000,동대문구,10.3
이문동,54,현대,2000,2023,11,19,11230,22,114.6,88000,동대문구,8.8
휘경동,377,이문휘경지웰에스테이트,2021,2023,12,26,11230,6,14.1448,17450,동대문구,1.745
장안동,329-3,래미안장안2차,2007,2023,12,28,11230,7,54.43,72500,동대문구,7.25
답십리동,1014,답십리파크자이,2019,2023,12,23,11230,1,59.91,85400,동대문구,8.54
이문동,64,쌍용,2000,2023,12,20,11230,17,84.89,74500,동대문구,7.45
제기동,1212,한신아파트,2004,2023,12,20,11230,11,84.76,80000,동대문구,8.0
용두동,792,래미안 허브리츠,2011,2023,12,30,11230,4,59.96,89900,동대문구,8.99
용두동,795,이편한세상청계센트럴포레,2021,2023,12,20,11230,17,51.96,59500,동대문구,5.95
장안동,336,장안현대홈타운(336),2003,2023,12,30,11230,4,58.42,73000,동대문구,7.3
이문동,64,쌍용,2000,2023,12,27,11230,5,59.99,62000,동대문구,6.2
이문동,225,대림e-편한세상,2003,2023,12,26,11230,5,59.958,68500,동대문구,6.85
용두동,792,래미안 허브리츠,2011,2024,1,6,11230,8,114.98,128000,동대문구,12.8
답십리동,990,두산,2000,2024,1,26,11230,23,114.97,83000,동대문구,8.3
답십리동,998,두산위브,2007,2024,1,31,11230,14,84.91,100000,동대문구,10.0
청량리동,235-1,미주,1978,2024,1,19,11230,5,152.2,132000,동대문구,13.2
답십리동,1009,힐스테이트청계,2018,2024,1,29,11230,18,59.94,101500,동대문구,10.15
장안동,332-6,천강(332-6),1996,2024,1,26,11230,4,132.43,54700,동대문구,5.47
전농동,10,전농SK,2000,2024,1,20,11230,2,59.34,66500,동대문구,6.65
답십리동,80-2,청솔2차우성,2000,2024,1,26,11230,3,82.49,55000,동대문구,5.5
장안동,336,장안현대홈타운(336),2003,2024,1,30,11230,14,112.78,90000,동대문구,9.0
휘경동,57,주공1,2001,2024,1,31,11230,20,84.29,74000,동대문구,7.4
이문동,64,쌍용,2000,2024,2,14,11230,17,59.99,64400,동대문구,6.44
전농동,10,전농SK,2000,2024,2,28,11230,7,59.96,70800,동대문구,7.08
휘경동,372,휘경SK뷰,2019,2024,2,29,11230,19,59.39,89000,동대문구,8.9
전농동,10,전농SK,2000,2024,2,28,11230,7,59.96,70800,동대문구,7.08
답십리동,530-4,보광타워,2019,2024,2,24,11230,8,14.69,13900,동대문구,1.39
청량리동,234-2,현대,1987,2024,2,26,11230,10,128.57,87000,동대문구,8.7
전농동,155,전농동삼성래미안,2000,2024,2,22,11230,9,59.93,69000,동대문구,6.9
답십리동,1003,래미안위브,2014,2024,2,4,11230,10,84.98,119800,동대문구,11.98
장안동,329-3,래미안장안2차,2007,2024,2,16,11230,1,81.05,85000,동대문구,8.5
청량리동,235-1,미주,1978,2024,2,29,11230,10,101.65,100000,동대문구,10.0
휘경동,115,동양1차,2000,2024,3,30,11230,8,59.85,62000,동대문구,6.2
용두동,792,래미안 허브리츠,2011,2024,3,23,11230,15,84.97,117000,동대문구,11.7
장안동,417-3,형인허브빌101동(417-3),2004,2024,3,9,11230,9,100.83,64600,동대문구,6.46
장안동,363-11,정암(363-11),2005,2024,3,13,11230,6,71.3,48000,동대문구,4.8
답십리동,1003,래미안위브,2014,2024,3,29,11230,19,121.94,148800,동대문구,14.88
전농동,688,래미안아름숲,2012,2024,3,28,11230,12,84.91,100000,동대문구,10.0
장안동,455-1,비젼아파트101동,2004,2024,3,25,11230,3,99.95,58500,동대문구,5.85
답십리동,1009,힐스테이트청계,2018,2024,3,30,11230,12,48.98,84500,동대문구,8.45
휘경동,115,동양1차,2000,2024,3,30,11230,8,59.85,62000,동대문구,6.2
휘경동,367,휘경센트레빌,2011,2024,3,25,11230,14,84.64,90500,동대문구,9.05
휘경동,365,휘경동일하이빌,2005,2024,4,20,11230,9,110.56,86000,동대문구,8.6
전농동,6,전농우성,1992,2024,4,15,11230,9,59.78,59000,동대문구,5.9
제기동,1212,한신아파트,2004,2024,4,6,11230,22,84.76,81000,동대문구,8.1
전농동,690,래미안크레시티,2014,2024,4,10,11230,13,84.96,128500,동대문구,12.85
답십리동,808,대림,2003,2024,4,30,11230,13,59.65,65000,동대문구,6.5
답십리동,998,두산위브,2007,2024,4,28,11230,2,59.91,81000,동대문구,8.1
답십리동,990,두산,2000,2024,4,14,11230,9,59.96,66500,동대문구,6.65
답십리동,1003,래미안위브,2014,2024,4,27,11230,9,59.97,107000,동대문구,10.7
휘경동,375,휘경해모로프레스티지,2021,2024,4,28,11230,2,84.86,88000,동대문구,8.8
답십리동,1014,답십리파크자이,2019,2024,4,27,11230,7,49.54,78300,동대문구,7.83
전농동,687,전농동신성미소지움,2005,2024,5,31,11230,13,55.371,80000,동대문구,8.0
용두동,794,용두롯데캐슬리치,2015,2024,5,25,11230,9,59.8273,88000,동대문구,8.8
답십리동,1009,힐스테이트청계,2018,2024,5,22,11230,11,84.85,128000,동대문구,12.8
전농동,10,전농SK,2000,2024,5,24,11230,5,84.95,82000,동대문구,8.2
전농동,10,전농SK,2000,2024,5,24,11230,5,84.95,82000,동대문구,8.2
용두동,795,이편한세상청계센트럴포레,2021,2024,5,17,11230,13,84.93,137000,동대문구,13.7
장안동,371-1,장안삼성쉐르빌,2002,2024,5,30,11230,9,119.78,75000,동대문구,7.5
휘경동,372,휘경SK뷰,2019,2024,5,18,11230,9,84.31,105500,동대문구,10.55
전농동,695,동대문롯데캐슬노블레스,2018,2024,5,31,11230,15,59.98,114000,동대문구,11.4
답십리동,80,답십리청솔우성,2000,2024,5,31,11230,2,84.94,74000,동대문구,7.4
장안동,587,동대문더퍼스트데시앙,2019,2024,6,15,11230,8,75.8896,89500,동대문구,8.95
답십리동,41,동서울한양,1989,2024,6,15,11230,11,59.67,53300,동대문구,5.33
휘경동,57,주공2,2001,2024,6,29,11230,4,39.98,43450,동대문구,4.345
장안동,577,서광아침의빛,2008,2024,6,22,11230,2,84.98,65300,동대문구,6.53
이문동,311,래미안이문2차,2004,2024,6,29,11230,17,84.61,90000,동대문구,9.0
답십리동,1014,답십리파크자이,2019,2024,6,15,11230,6,59.91,102500,동대문구,10.25
제기동,153,안암골벽산,2003,2024,6,1,11230,2,84.98,75000,동대문구,7.5
장안동,587,동대문더퍼스트데시앙,2019,2024,6,20,11230,13,84.8605,100000,동대문구,10.0
답십리동,1000,래미안엘파인아파트,2011,2024,6,9,11230,3,59.95,70000,동대문구,7.0
전농동,6,전농우성,1992,2024,6,29,11230,10,126.63,88500,동대문구,8.85
회기동,65,신현대,1989,2024,7,25,11230,11,84.96,77000,동대문구,7.7
용두동,792,래미안 허브리츠,2011,2024,7,30,11230,11,84.97,120500,동대문구,12.05
답십리동,111,답십리대우,2002,2024,7,27,11230,3,84.99,85300,동대문구,8.53
전농동,10,전농SK,2000,2024,7,24,11230,20,59.96,77000,동대문구,7.7
용두동,792,래미안 허브리츠,2011,2024,7,27,11230,11,84.97,124500,동대문구,12.45
장안동,329-2,장안힐스테이트,2007,2024,7,26,11230,25,84.897,115000,동대문구,11.5
답십리동,1014,답십리파크자이,2019,2024,7,30,11230,10,84.83,125000,동대문구,12.5
전농동,688,래미안아름숲,2012,2024,7,31,11230,4,84.91,102000,동대문구,10.2
장안동,336,장안현대홈타운(336),2003,2024,7,27,11230,21,133.72,149000,동대문구,14.9
답십리동,1014,답십리파크자이,2019,2024,7,30,11230,10,84.83,125000,동대문구,12.5
전농동,620-47,620-47(롯데캐슬L-65),2023,2024,8,14,11230,58,84.971,177000,동대문구,17.7
답십리동,80,답십리청솔우성,2000,2024,8,24,11230,21,59.89,72000,동대문구,7.2
답십리동,1003,래미안위브,2014,2024,8,1,11230,7,59.97,115300,동대문구,11.53
장안동,572,은하수드림필,2006,2024,8,20,11230,6,84.91,66000,동대문구,6.6
장안동,569,현대홈타운2차,2005,2024,8,15,11230,1,84.97,80000,동대문구,8.0
용두동,779,신동아,1994,2024,8,3,11230,11,58.59,69800,동대문구,6.98
용두동,792,래미안 허브리츠,2011,2024,8,13,11230,14,59.98,109000,동대문구,10.9
전농동,688,래미안아름숲,2012,2024,8,31,11230,8,59.9,92800,동대문구,9.28
답십리동,998,두산위브,2007,2024,8,29,11230,2,84.91,100000,동대문구,10.0
이문동,225,대림e-편한세상,2003,2024,8,28,11230,1,114.937,94000,동대문구,9.4
청량리동,235-1,미주,1978,2024,9,13,11230,3,137.49,128500,동대문구,12.85
장안동,572,은하수드림필,2006,2024,9,26,11230,6,84.91,66000,동대문구,6.6
전농동,6,전농우성,1992,2024,9,30,11230,9,84.84,69800,동대문구,6.98
전농동,688,래미안아름숲,2012,2024,9,30,11230,4,114.9,120000,동대문구,12.0
장안동,372-16,청솔아파트(B동),2015,2024,9,24,11230,6,53.79,38500,동대문구,3.85
휘경동,372,휘경SK뷰,2019,2024,9,28,11230,7,59.39,105000,동대문구,10.5
답십리동,990,두산,2000,2024,9,23,11230,5,59.95,72000,동대문구,7.2
답십리동,997,세양청마루,2005,2024,9,28,11230,12,84.98,74500,동대문구,7.45
휘경동,57,주공2,2001,2024,9,24,11230,3,39.98,44500,동대문구,4.45
이문동,311,래미안이문2차,2004,2024,9,28,11230,8,84.61,93000,동대문구,9.3
휘경동,377,이문휘경지웰에스테이트,2021,2024,10,20,11230,9,59.9848,71500,동대문구,7.15
답십리동,111,답십리대우,2002,2024,10,14,11230,19,114.94,105000,동대문구,10.5
답십리동,1003,래미안위브,2014,2024,10,13,11230,9,59.97,120000,동대문구,12.0
전농동,687,전농동신성미소지움,2005,2024,10,21,11230,4,112.874,119500,동대문구,11.95
이문동,84,중앙하이츠빌,2002,2024,10,29,11230,12,59.4,67000,동대문구,6.7
장안동,329-3,래미안장안2차,2007,2024,10,19,11230,12,64.85,86700,동대문구,8.67
이문동,291-35,이문스카이뷰,2020,2024,10,31,11230,9,25.99,31700,동대문구,3.17
장안동,581,일성트루엘,2012,2024,10,29,11230,9,84.9216,77500,동대문구,7.75
전농동,10,전농SK,2000,2024,10,30,11230,19,114.3,94500,동대문구,9.45
제기동,1212,한신아파트,2004,2024,10,28,11230,15,84.76,88500,동대문구,8.85
용두동,792,래미안 허브리츠,2011,2024,11,19,11230,12,114.96,135000,동대문구,13.5
용두동,792,래미안 허브리츠,2011,2024,11,29,11230,14,59.9,107600,동대문구,10.76
신설동,100-26,포레스트힐시티,2018,2024,11,27,11230,18,14.75,15700,동대문구,1.57
이문동,425,이문삼성래미안아파트,2001,2024,11,30,11230,12,84.954,81500,동대문구,8.15
용두동,795,이편한세상청계센트럴포레,2021,2024,11,28,11230,11,59.96,120000,동대문구,12.0
신설동,100-26,포레스트힐시티,2018,2024,11,27,11230,18,14.75,15700,동대문구,1.57
제기동,153,안암골벽산,2003,2024,11,23,11230,8,59.94,71000,동대문구,7.1
이문동,311,래미안이문2차,2004,2024,11,21,11230,13,59.79,79000,동대문구,7.9
전농동,690,래미안크레시티,2014,2024,11,24,11230,5,84.98,139500,동대문구,13.95
용두동,796,래미안엘리니티,2022,2024,11,25,11230,8,84.99,147500,동대문구,14.75
전농동,10,전농SK,2000,2024,12,12,11230,14,84.95,89500,동대문구,8.95
장안동,587,동대문더퍼스트데시앙,2019,2024,12,23,11230,6,75.8896,93000,동대문구,9.3
답십리동,1002,청계한신휴플러스,2010,2024,12,14,11230,2,59.74,97800,동대문구,9.78
용두동,792,래미안 허브리츠,2011,2024,12,31,11230,10,59.98,105800,동대문구,10.58
장안동,455-5,SM이로빌4차A동(455-5),2004,2024,12,12,11230,5,123.53,62000,동대문구,6.2
이문동,327-1,민족통일MJ캠퍼스외대3차,2022,2024,12,25,11230,12,18.54,25000,동대문구,2.5
답십리동,990,두산,2000,2024,12,31,11230,12,59.96,66700,동대문구,6.67
장안동,336,장안현대홈타운(336),2003,2024,12,31,11230,18,84.87,96500,동대문구,9.65
휘경동,367,휘경센트레빌,2011,2024,12,30,11230,18,84.89,98000,동대문구,9.8
휘경동,336-32,캠퍼스드림오피스텔,2020,2024,12,24,11230,13,16.04,21500,동대문구,2.15
망우동,580,금호어울림(580),2006,2020,1,9,11260,10,84.93,54700,중랑구,5.47
면목동,1524,온세솔내움,2004,2020,1,31,11260,8,69.6946,33000,중랑구,3.3
신내동,804,경남아너스빌,2007,2020,1,21,11260,2,84.93,53500,중랑구,5.35
묵동,387,브라운스톤태릉,2004,2020,1,7,11260,3,83.5358,62000,중랑구,6.2
망우동,490-30,문수해오름,2002,2020,1,20,11260,10,83.61,40000,중랑구,4.0
중화동,450,한신아파트상가동유치원동(103~109),1997,2020,1,30,11260,4,84.03,60000,중랑구,6.0
묵동,385,현대아이파크,2002,2020,1,22,11260,21,134.9966,76500,중랑구,7.65
묵동,20,신내대림아파트,1995,2020,1,31,11260,12,126.28,76000,중랑구,7.6
상봉동,85-4,더클래스,2019,2020,1,17,11260,9,28.25,27450,중랑구,2.745
신내동,657,신내9진흥,1996,2020,1,22,11260,5,49.93,34800,중랑구,3.48
면목동,193-1,면목한신,1987,2020,2,10,11260,14,44.5,30000,중랑구,3.0
면목동,1528,면목동금호어울림아파트,2005,2020,2,1,11260,9,84.0827,61500,중랑구,6.15
면목동,1537,용마산하늘채,2015,2020,2,22,11260,10,84.6147,85000,중랑구,8.5
망우동,495,한일써너스빌리젠시2단지,2008,2020,2,3,11260,20,105.38,73500,중랑구,7.35
면목동,1532,대명미르테,2009,2020,2,16,11260,6,83.09,43000,중랑구,4.3
신내동,656,화성.두산아파트,1995,2020,2,8,11260,14,66.96,50500,중랑구,5.05
묵동,385,현대아이파크,2002,2020,2,18,11260,9,134.9966,72600,중랑구,7.26
중화동,42,중화동건영아파트,1998,2020,2,18,11260,5,59.85,31000,중랑구,3.1
중화동,450,한신아파트상가동유치원동(103~109),1997,2020,2,11,11260,2,84.03,56000,중랑구,5.6
신내동,656,화성.두산아파트,1995,2020,2,18,11260,9,84.99,60000,중랑구,6.0
묵동,384,신안3,2000,2020,3,9,11260,12,59.86,45000,중랑구,4.5
면목동,1529,경남아너스빌,2006,2020,3,26,11260,5,84.961,64300,중랑구,6.43
망우동,580,금호어울림(580),2006,2020,3,3,11260,11,59.96,45000,중랑구,4.5
중화동,450,한신아파트상가동유치원동(103~109),1997,2020,3,7,11260,26,59.76,50900,중랑구,5.09
면목동,1522,두산4,2000,2020,3,19,11260,13,84.86,70000,중랑구,7.0
면목동,1499,용마동아,1993,2020,3,14,11260,6,84.88,51800,중랑구,5.18
망우동,578,한진해모로,2007,2020,3,25,11260,3,84.97,51500,중랑구,5.15
묵동,168-7,고덕골든빌(103동),2012,2020,3,17,11260,15,89.36,54500,중랑구,5.45
신내동,657,신내9진흥,1996,2020,3,7,11260,12,33.18,23500,중랑구,2.35
중화동,450,한신아파트상가동유치원동(103~109),1997,2020,3,13,11260,23,59.76,54500,중랑구,5.45
묵동,170-27,월등스카이뷰,2004,2020,4,15,11260,9,105.237,47500,중랑구,4.75
신내동,650,신내6대주,1996,2020,4,25,11260,1,39.84,28600,중랑구,2.86
신내동,618,동성3,1997,2020,4,6,11260,9,134.88,68000,중랑구,6.8
면목동,1077-1,용마한신,1990,2020,4,27,11260,7,35.44,30000,중랑구,3.0
묵동,385,현대아이파크,2002,2020,4,30,11260,15,84.9416,70000,중랑구,7.0
상봉동,495,동부아파트,1999,2020,4,29,11260,8,54.0,43000,중랑구,4.3
신내동,654,진로아파트,1995,2020,4,28,11260,9,134.37,76500,중랑구,7.65
상봉동,1,건영1,1997,2020,4,25,11260,3,84.96,56000,중랑구,5.6
상봉동,87-27,센트럴파크55,2019,2020,4,30,11260,10,46.45,43700,중랑구,4.37
신내동,397,동성1,1993,2020,4,27,11260,11,59.4,42000,중랑구,4.2
묵동,20,신내두산아파트,1995,2020,5,1,11260,9,126.28,79500,중랑구,7.95
망우동,495,한일써너스빌리젠시2단지,2008,2020,5,20,11260,8,105.38,81500,중랑구,8.15
망우동,578,한진해모로,2007,2020,5,6,11260,12,84.93,54700,중랑구,5.47
면목동,581,대원칸타빌,2003,2020,5,14,11260,11,79.5359,63300,중랑구,6.33
상봉동,499,건영캐스빌,2006,2020,5,30,11260,3,84.6475,73300,중랑구,7.33
면목동,494,용마금호타운,1992,2020,5,30,11260,9,84.9,55850,중랑구,5.585
묵동,387,브라운스톤태릉,2004,2020,5,25,11260,3,83.5358,67620,중랑구,6.762
신내동,650,신내6대주,1996,2020,5,30,11260,8,39.84,32900,중랑구,3.29
면목동,494,용마금호타운,1992,2020,5,26,11260,6,84.9,59800,중랑구,5.98
면목동,1077-1,용마한신,1990,2020,5,4,11260,12,59.22,46800,중랑구,4.68
상봉동,87-27,센트럴파크55,2019,2020,6,28,11260,9,48.83,43500,중랑구,4.35
신내동,591,동성아파트,1997,2020,6,18,11260,6,59.4,43000,중랑구,4.3
면목동,494,용마금호타운,1992,2020,6,29,11260,1,84.9,57000,중랑구,5.7
신내동,397,동성1,1993,2020,6,10,11260,5,65.56,42000,중랑구,4.2
신내동,479,중앙하이츠,1996,2020,6,30,11260,11,84.97,54800,중랑구,5.48
상봉동,81-5,한일써너스빌,2003,2020,6,30,11260,6,84.642,77000,중랑구,7.7
상봉동,500,프레미어스엠코,2013,2020,6,13,11260,31,74.09,88000,중랑구,8.8
묵동,388,동구햇살,2004,2020,6,24,11260,6,84.97,59500,중랑구,5.95
묵동,169-10,신도브래뉴,2004,2020,6,11,11260,14,51.86,37000,중랑구,3.7
신내동,479,중앙하이츠,1996,2020,6,30,11260,11,84.97,54800,중랑구,5.48
면목동,193-1,면목한신,1987,2020,7,3,11260,7,44.5,35000,중랑구,3.5
상봉동,500,프레미어스엠코,2013,2020,7,17,11260,45,120.82,128000,중랑구,12.8
신내동,654,진로아파트,1995,2020,7,4,11260,11,101.86,72500,중랑구,7.25
