법정동,지번,단지명,거래연도,전용면적,구별,가격,주소지,위도,경도
행당동,349,서울숲 한신 더 휴,2022,59.91,성동구,12.05,성동구 행당동 349,37.55492040944285,127.03607991848713
옥수동,478-1,모닝빌아파트,2022,208.14,성동구,24.6,성동구 옥수동 478-1,37.5397042825587,127.01112469812276
옥수동,436,극동그린,2022,59.9,성동구,11.55,성동구 옥수동 436,37.54208156201197,127.00986694460713
성수동1가,718,트리마제,2022,84.8213,성동구,38.9,성동구 성수동1가 718,37.538813464641706,127.0450469178497
마장동,784,세림,2022,72.84,성동구,10.9,성동구 마장동 784,37.56497714091388,127.04493346186192
하왕십리동,966-18,상리제나우스,2022,12.84,성동구,1.35,성동구 하왕십리동 966-18,37.56230830085197,127.03287009517935
마장동,818,현대,2022,59.94,성동구,8.0,성동구 마장동 818,37.569380334786544,127.0424351967635
홍익동,119-1,홍익한신,2022,76.0,성동구,6.8,성동구 홍익동 119-1,37.566612365777914,127.0337675369931
사근동,199,중앙하이츠,2022,71.85,성동구,8.65,성동구 사근동 199,37.5618111803911,127.04865330522242
성수동1가,718,트리마제,2022,152.1556,성동구,64.0,성동구 성수동1가 718,37.538813464641706,127.0450469178497
행당동,349,서울숲 한신 더 휴,2022,59.91,성동구,12.0,성동구 행당동 349,37.55492040944285,127.03607991848713
행당동,349,서울숲 한신 더 휴,2022,114.97,성동구,15.1,성동구 행당동 349,37.55492040944285,127.03607991848713
하왕십리동,890-446,블루빌,2022,41.33,성동구,4.3,성동구 하왕십리동 890-446,37.563448919151625,127.02763793090402
마장동,822,신성미소지움,2022,84.99,성동구,10.8,성동구 마장동 822,37.56893105306659,127.0437380298306
마장동,818,현대,2022,59.91,성동구,8.0,성동구 마장동 818,37.569380334786544,127.0424351967635
옥수동,250,옥수삼성,2022,114.666,성동구,18.25,성동구 옥수동 250,37.542431200400586,127.01405191696415
금호동4가,800,대우,2022,59.97,성동구,11.3,성동구 금호동4가 800,37.54596999909282,127.01982160913933
성수동2가,840,대명루첸,2022,84.95,성동구,17.5,성동구 성수동2가 840,37.53715552782923,127.05916227217597
상왕십리동,811,텐즈힐(2단지),2022,84.92,성동구,14.8,성동구 상왕십리동 811,37.56933706830219,127.02537415999852
금호동2가,1,신금호파크자이,2022,84.98,성동구,16.5,성동구 금호동2가 1,37.555566981817236,127.01874147329384
하왕십리동,1070,센트라스,2022,59.94,성동구,14.3,성동구 하왕십리동 1070,37.56633114645973,127.02844074740919
응봉동,15,대림강변타운,2022,59.76,성동구,10.6,성동구 응봉동 15,37.553439715322035,127.03587160832643
응봉동,100,대림(1차),2022,75.51,성동구,13.85,성동구 응봉동 100,37.55197289331983,127.03327213409888
하왕십리동,1066,텐즈힐(1단지),2022,84.88,성동구,15.4,성동구 하왕십리동 1066,37.56844927831662,127.02804046814245
옥수동,250,옥수삼성,2022,84.822,성동구,12.5,성동구 옥수동 250,37.542431200400586,127.01405191696415
행당동,375,행당두산위브,2022,84.99,성동구,14.5,성동구 행당동 375,37.556678535641126,127.0317316814419
옥수동,528,옥수파크힐스101동~116동,2022,59.78,성동구,15.1,성동구 옥수동 528,37.5484775128729,127.0139947898247
금호동2가,1217,래미안하이리버,2022,84.99,성동구,9.9,성동구 금호동2가 1217,37.5514176933326,127.02436362763939
성수동1가,718,트리마제,2022,152.1556,성동구,64.5,성동구 성수동1가 718,37.538813464641706,127.0450469178497
행당동,376,서울숲행당푸르지오,2022,84.74,성동구,13.0,성동구 행당동 376,37.55509914348926,127.03255678152914
행당동,345,두산,2022,84.87,성동구,9.0,성동구 행당동 345,37.56473236576918,127.03735635960396
하왕십리동,1070,센트라스,2022,84.96,성동구,16.65,성동구 하왕십리동 1070,37.56633114645973,127.02844074740919
성수동1가,706,쌍용,2022,84.78,성동구,11.3,성동구 성수동1가 706,37.54965789945375,127.04715196574546
행당동,380,서울숲리버뷰자이,2022,84.9,성동구,17.7,성동구 행당동 380,37.555140346367466,127.0383831714492
성수동1가,685-700,아크로서울포레스트,2022,264.546,성동구,130.0,성동구 성수동1가 685-700,37.54446351157653,127.04384734489346
금호동4가,340,서울숲푸르지오,2022,59.99,성동구,11.5,성동구 금호동4가 340,37.54498339400554,127.02231894839105
마장동,784,세림,2022,40.86,성동구,8.1,성동구 마장동 784,37.56497714091388,127.04493346186192
금호동1가,1823,이편한세상금호파크힐스,2022,59.983,성동구,14.0,성동구 금호동1가 1823,37.5542850694594,127.02269176690558
하왕십리동,1002,왕십리KCC스위첸,2022,68.733,성동구,10.4,성동구 하왕십리동 1002,37.56083546401669,127.02665810605058
하왕십리동,1002,왕십리KCC스위첸,2022,84.897,성동구,12.5,성동구 하왕십리동 1002,37.56083546401669,127.02665810605058
성수동2가,835,롯데캐슬파크,2022,81.567,성동구,14.5,성동구 성수동2가 835,37.54614815916652,127.05585996985405
금호동1가,1818,신금호두산위브,2022,84.33,성동구,10.9,성동구 금호동1가 1818,37.5559790499036,127.02232981109495
옥수동,528-1,옥수파크힐스117동~125동,2022,59.77,성동구,14.2,성동구 옥수동 528-1,37.54660358705626,127.01202494657855
마장동,822,신성미소지움,2022,84.99,성동구,9.5,성동구 마장동 822,37.56893105306659,127.0437380298306
행당동,347-4,다울아크로빌,2022,137.86,성동구,10.3,성동구 행당동 347-4,37.55999429928653,127.02946978336067
금호동1가,633,벽산,2022,114.57,성동구,12.4,성동구 금호동1가 633,37.55169303669996,127.0272229865701
하왕십리동,1070,센트라스,2022,59.94,성동구,12.95,성동구 하왕십리동 1070,37.56633114645973,127.02844074740919
마장동,820,왕십리금호어울림,2022,84.97,성동구,10.0,성동구 마장동 820,37.56295278267309,127.04056263237047
응봉동,15,대림강변타운,2022,84.42,성동구,12.2,성동구 응봉동 15,37.553439715322035,127.03587160832643
금호동4가,800,대우,2022,84.71,성동구,14.5,성동구 금호동4가 800,37.54596999909282,127.01982160913933
금호동1가,1823,이편한세상금호파크힐스,2022,59.949,성동구,13.6,성동구 금호동1가 1823,37.5542850694594,127.02269176690558
행당동,375,행당두산위브,2022,114.99,성동구,15.975,성동구 행당동 375,37.556678535641126,127.0317316814419
금호동3가,1662,금호한신,2022,130.92,성동구,14.0,성동구 금호동3가 1662,37.550388047582544,127.01846614139669
하왕십리동,1061,왕십리풍림아이원,2022,59.936,성동구,8.35,성동구 하왕십리동 1061,37.55912297866134,127.02508635156961
응봉동,100,대림(1차),2022,75.51,성동구,9.5,성동구 응봉동 100,37.55197289331983,127.03327213409888
사근동,315,한양마이라움,2022,17.99,성동구,1.6,성동구 사근동 315,37.563433622330564,127.04816175741455
행당동,344,신동아,2022,84.96,성동구,9.3,성동구 행당동 344,37.55433246283268,127.03253143893214
성수동2가,279-50,성수1차대우아파트,2022,59.49,성동구,5.5,성동구 성수동2가 279-50,37.54536942314887,127.06530900985814
하왕십리동,966-18,상리제나우스,2022,12.84,성동구,1.39,성동구 하왕십리동 966-18,37.56230830085197,127.03287009517935
옥수동,250,옥수삼성,2022,84.822,성동구,12.38,성동구 옥수동 250,37.542431200400586,127.01405191696415
금호동2가,1,신금호파크자이,2022,59.98,성동구,10.7,성동구 금호동2가 1,37.555566981817236,127.01874147329384
행당동,346,행당한진타운,2022,84.71,성동구,11.1,성동구 행당동 346,37.555982804995296,127.02927451281941
응봉동,100,대림(1차),2022,75.51,성동구,9.5,성동구 응봉동 100,37.55197289331983,127.03327213409888
옥수동,4,현대,2022,123.51,성동구,18.0,성동구 옥수동 4,37.54369188910199,127.01889602901535
하왕십리동,1066,텐즈힐(1단지),2022,84.88,성동구,12.8,성동구 하왕십리동 1066,37.56844927831662,127.02804046814245
응봉동,15,대림강변타운,2022,59.76,성동구,6.47,성동구 응봉동 15,37.553439715322035,127.03587160832643
옥수동,250,옥수삼성,2022,84.822,성동구,11.25,성동구 옥수동 250,37.542431200400586,127.01405191696415
금호동2가,1,신금호파크자이,2022,59.98,성동구,11.35,성동구 금호동2가 1,37.555566981817236,127.01874147329384
하왕십리동,1066,텐즈힐(1단지),2022,84.96,성동구,12.3,성동구 하왕십리동 1066,37.56844927831662,127.02804046814245
옥수동,428,극동,2022,148.23,성동구,18.0,성동구 옥수동 428,37.54331131619702,127.01163048022451
행당동,380,서울숲리버뷰자이,2022,59.97,성동구,11.7,성동구 행당동 380,37.555140346367466,127.0383831714492
행당동,346,행당한진타운,2022,59.96,성동구,9.0,성동구 행당동 346,37.555982804995296,127.02927451281941
옥수동,100,옥수하이츠,2022,84.86,성동구,16.3,성동구 옥수동 100,37.539617299494765,127.01595702382392
행당동,380,서울숲리버뷰자이,2022,84.95,성동구,14.4,성동구 행당동 380,37.555140346367466,127.0383831714492
하왕십리동,1061,왕십리풍림아이원,2023,59.936,성동구,7.75,성동구 하왕십리동 1061,37.55912297866134,127.02508635156961
마장동,818,현대,2023,59.94,성동구,6.9,성동구 마장동 818,37.569380334786544,127.0424351967635
성수동2가,835,롯데캐슬파크,2023,81.567,성동구,12.6,성동구 성수동2가 835,37.54614815916652,127.05585996985405
금호동1가,1823,이편한세상금호파크힐스,2023,84.982,성동구,14.7,성동구 금호동1가 1823,37.5542850694594,127.02269176690558
옥수동,528,옥수파크힐스101동~116동,2023,84.3,성동구,15.4,성동구 옥수동 528,37.5484775128729,127.0139947898247
행당동,346,행당한진타운,2023,114.62,성동구,10.88,성동구 행당동 346,37.555982804995296,127.02927451281941
금호동1가,633,벽산,2023,59.9,성동구,8.4,성동구 금호동1가 633,37.55169303669996,127.0272229865701
옥수동,100,옥수하이츠,2023,84.86,성동구,15.2,성동구 옥수동 100,37.539617299494765,127.01595702382392
하왕십리동,992,무학현대,2023,84.675,성동구,7.3,성동구 하왕십리동 992,37.561186220141515,127.02785427411762
하왕십리동,1070,센트라스,2023,59.94,성동구,10.8,성동구 하왕십리동 1070,37.56633114645973,127.02844074740919
성수동1가,656-320,동아,2023,53.14,성동구,11.6,성동구 성수동1가 656-320,37.54433993458183,127.04575197772905
행당동,347,대림e-편한세상,2023,84.87,성동구,10.85,성동구 행당동 347,37.55798913485519,127.0272587139406
금호동3가,1331,두산,2023,84.99,성동구,10.2,성동구 금호동3가 1331,37.55003842360627,127.0162173607213
하왕십리동,1061,왕십리풍림아이원,2023,59.936,성동구,8.85,성동구 하왕십리동 1061,37.55912297866134,127.02508635156961
마장동,818,현대,2023,59.91,성동구,7.05,성동구 마장동 818,37.569380334786544,127.0424351967635
금호동1가,633,벽산,2023,59.9,성동구,7.32,성동구 금호동1가 633,37.55169303669996,127.0272229865701
금호동2가,1217,래미안하이리버,2023,84.99,성동구,12.15,성동구 금호동2가 1217,37.5514176933326,127.02436362763939
옥수동,528,옥수파크힐스101동~116동,2023,59.88,성동구,13.8,성동구 옥수동 528,37.5484775128729,127.0139947898247
마장동,818,현대,2023,59.91,성동구,6.9,성동구 마장동 818,37.569380334786544,127.0424351967635
성수동1가,704,한진타운,2023,59.4,성동구,12.05,성동구 성수동1가 704,37.541089635434915,127.0453594123701
옥수동,250,옥수삼성,2023,114.666,성동구,14.9,성동구 옥수동 250,37.542431200400586,127.01405191696415
성수동1가,656-320,동아,2023,96.18,성동구,14.15,성동구 성수동1가 656-320,37.54433993458183,127.04575197772905
성수동2가,835,롯데캐슬파크,2023,81.567,성동구,13.9,성동구 성수동2가 835,37.54614815916652,127.05585996985405
행당동,349,서울숲 한신 더 휴,2023,114.97,성동구,12.75,성동구 행당동 349,37.55492040944285,127.03607991848713
옥수동,528,옥수파크힐스101동~116동,2023,84.51,성동구,15.85,성동구 옥수동 528,37.5484775128729,127.0139947898247
금호동4가,800,대우,2023,84.71,성동구,13.35,성동구 금호동4가 800,37.54596999909282,127.01982160913933
응봉동,15,대림강변타운,2023,59.76,성동구,9.5,성동구 응봉동 15,37.553439715322035,127.03587160832643
금호동1가,1823,이편한세상금호파크힐스,2023,59.949,성동구,12.0,성동구 금호동1가 1823,37.5542850694594,127.02269176690558
응봉동,100,대림(1차),2023,126.66,성동구,14.05,성동구 응봉동 100,37.55197289331983,127.03327213409888
금호동3가,700,금호자이2차,2023,84.9796,성동구,11.7,성동구 금호동3가 700,37.55037958242893,127.02191654270537
금호동3가,1331,두산,2023,59.97,성동구,8.7,성동구 금호동3가 1331,37.55003842360627,127.0162173607213
성수동2가,835,롯데캐슬파크,2023,81.567,성동구,14.0,성동구 성수동2가 835,37.54614815916652,127.05585996985405
옥수동,528-1,옥수파크힐스117동~125동,2023,59.59,성동구,13.5,성동구 옥수동 528-1,37.54660358705626,127.01202494657855
행당동,344,신동아,2023,59.97,성동구,7.6,성동구 행당동 344,37.55433246283268,127.03253143893214
옥수동,4,현대,2023,71.05,성동구,12.2,성동구 옥수동 4,37.54369188910199,127.01889602901535
행당동,377,서울숲더샵,2023,84.06,성동구,12.5,성동구 행당동 377,37.55637065369771,127.04024926150178
금호동1가,1500,금호삼성래미안,2023,59.95,성동구,8.99,성동구 금호동1가 1500,37.54917712639022,127.02763727282337
성수동1가,656-320,동아,2023,97.02,성동구,18.0,성동구 성수동1가 656-320,37.54433993458183,127.04575197772905
옥수동,528,옥수파크힐스101동~116동,2023,84.3,성동구,16.6,성동구 옥수동 528,37.5484775128729,127.0139947898247
옥수동,528,옥수파크힐스101동~116동,2023,59.88,성동구,13.9,성동구 옥수동 528,37.5484775128729,127.0139947898247
행당동,349,서울숲 한신 더 휴,2023,114.97,성동구,14.3,성동구 행당동 349,37.55492040944285,127.03607991848713
응봉동,276,서울숲리버그린동아아파트,2023,59.98,성동구,9.5,성동구 응봉동 276,37.55300564828394,127.03727756121731
금호동1가,1823,이편한세상금호파크힐스,2023,59.983,성동구,12.5,성동구 금호동1가 1823,37.5542850694594,127.02269176690558
하왕십리동,1070,센트라스,2023,40.94,성동구,7.73,성동구 하왕십리동 1070,37.56633114645973,127.02844074740919
행당동,344,신동아,2023,114.96,성동구,10.7,성동구 행당동 344,37.55433246283268,127.03253143893214
행당동,349,서울숲 한신 더 휴,2023,114.97,성동구,13.6,성동구 행당동 349,37.55492040944285,127.03607991848713
옥수동,250,옥수삼성,2023,59.7,성동구,10.35,성동구 옥수동 250,37.542431200400586,127.01405191696415
금호동3가,917,금호1차푸르지오,2023,59.97,성동구,9.8,성동구 금호동3가 917,37.550574562640975,127.0207253427578
하왕십리동,1070,센트라스,2023,40.94,성동구,7.78,성동구 하왕십리동 1070,37.56633114645973,127.02844074740919
행당동,349,서울숲 한신 더 휴,2023,114.97,성동구,14.3,성동구 행당동 349,37.55492040944285,127.03607991848713
성수동1가,710,강변건영아파트,2023,84.952,성동구,17.0,성동구 성수동1가 710,37.540354658536046,127.0451213637891
옥수동,560,옥수어울림,2023,128.107,성동구,25.0,성동구 옥수동 560,37.542280002675824,127.01814051097857
옥수동,428,극동,2023,68.58,성동구,10.0,성동구 옥수동 428,37.54331131619702,127.01163048022451
행당동,347,대림e-편한세상,2023,114.94,성동구,13.45,성동구 행당동 347,37.55798913485519,127.0272587139406
옥수동,220-1,한남하이츠,2023,149.39,성동구,28.0,성동구 옥수동 220-1,37.53951520601349,127.01433171733657
옥수동,528,옥수파크힐스101동~116동,2023,115.1,성동구,22.5,성동구 옥수동 528,37.5484775128729,127.0139947898247
마장동,818,현대,2023,59.91,성동구,7.4,성동구 마장동 818,37.569380334786544,127.0424351967635
행당동,347,대림e-편한세상,2023,84.87,성동구,12.0,성동구 행당동 347,37.55798913485519,127.0272587139406
성수동2가,830,강변금호타운,2023,84.96,성동구,18.9,성동구 성수동2가 830,37.535240266667046,127.05755047091613
성수동1가,710,강변건영아파트,2023,84.952,성동구,17.9,성동구 성수동1가 710,37.540354658536046,127.0451213637891
금호동4가,235,서울숲2차푸르지오,2023,114.771,성동구,18.8,성동구 금호동4가 235,37.54611717997605,127.02406913073781
옥수동,528,옥수파크힐스101동~116동,2023,59.91,성동구,14.9,성동구 옥수동 528,37.5484775128729,127.0139947898247
옥수동,528,옥수파크힐스101동~116동,2023,59.88,성동구,14.15,성동구 옥수동 528,37.5484775128729,127.0139947898247
하왕십리동,992,무학현대,2023,84.675,성동구,8.0,성동구 하왕십리동 992,37.561186220141515,127.02785427411762
옥수동,561,래미안 옥수 리버젠,2023,134.13,성동구,25.8,성동구 옥수동 561,37.545136967633496,127.01371464652675
하왕십리동,1070,센트라스,2023,84.96,성동구,15.49,성동구 하왕십리동 1070,37.56633114645973,127.02844074740919
금호동2가,1217,래미안하이리버,2023,59.99,성동구,11.2,성동구 금호동2가 1217,37.5514176933326,127.02436362763939
행당동,380,서울숲리버뷰자이,2023,84.95,성동구,16.5,성동구 행당동 380,37.555140346367466,127.0383831714492
금호동3가,700,금호자이2차,2023,59.9663,성동구,10.7,성동구 금호동3가 700,37.55037958242893,127.02191654270537
행당동,347,대림e-편한세상,2023,59.96,성동구,9.1,성동구 행당동 347,37.55798913485519,127.0272587139406
금호동4가,1555,서울숲르씨엘,2023,59.5075,성동구,10.0,성동구 금호동4가 1555,37.54737185453157,127.02295591046001
금호동4가,1555,서울숲르씨엘,2023,59.5075,성동구,10.0,성동구 금호동4가 1555,37.54737185453157,127.02295591046001
금호동4가,1555,서울숲르씨엘,2023,59.5075,성동구,10.0,성동구 금호동4가 1555,37.54737185453157,127.02295591046001
금호동1가,633,벽산,2023,84.82,성동구,11.0,성동구 금호동1가 633,37.55169303669996,127.0272229865701
성수동1가,685-696,갤러리아포레,2023,241.93,성동구,100.0,성동구 성수동1가 685-696,37.5457843171681,127.0424767955539
응봉동,276,서울숲리버그린동아아파트,2023,114.86,성동구,15.9,성동구 응봉동 276,37.55300564828394,127.03727756121731
옥수동,561,래미안 옥수 리버젠,2023,113.52,성동구,22.0,성동구 옥수동 561,37.545136967633496,127.01371464652675
금호동1가,1823,이편한세상금호파크힐스,2023,84.932,성동구,15.3,성동구 금호동1가 1823,37.5542850694594,127.02269176690558
행당동,349,서울숲 한신 더 휴,2023,84.95,성동구,12.65,성동구 행당동 349,37.55492040944285,127.03607991848713
마장동,784,세림,2023,72.84,성동구,9.25,성동구 마장동 784,37.56497714091388,127.04493346186192
금호동3가,1331,두산,2023,79.08,성동구,9.5,성동구 금호동3가 1331,37.55003842360627,127.0162173607213
마장동,822,신성미소지움,2023,84.99,성동구,9.4,성동구 마장동 822,37.56893105306659,127.0437380298306
옥수동,561,래미안 옥수 리버젠,2023,59.25,성동구,13.9,성동구 옥수동 561,37.545136967633496,127.01371464652675
금호동4가,800,대우,2023,59.97,성동구,10.8,성동구 금호동4가 800,37.54596999909282,127.01982160913933
옥수동,528,옥수파크힐스101동~116동,2023,115.9,성동구,21.8,성동구 옥수동 528,37.5484775128729,127.0139947898247
성수동1가,706,쌍용,2023,84.78,성동구,15.55,성동구 성수동1가 706,37.54965789945375,127.04715196574546
하왕십리동,258,벽산,2023,114.46,성동구,11.8,성동구 하왕십리동 258,37.568711711005264,127.03188803080302
성수동1가,708,동아그린,2023,112.09,성동구,14.5,성동구 성수동1가 708,37.550910341603114,127.04801271427151
행당동,347,대림e-편한세상,2023,59.96,성동구,9.2,성동구 행당동 347,37.55798913485519,127.0272587139406
금호동1가,1823,이편한세상금호파크힐스,2023,84.957,성동구,16.0,성동구 금호동1가 1823,37.5542850694594,127.02269176690558
금호동4가,235,서울숲2차푸르지오,2023,114.771,성동구,22.0,성동구 금호동4가 235,37.54611717997605,127.02406913073781
응봉동,97,대림(2차),2023,84.53,성동구,9.8,성동구 응봉동 97,37.552968520141675,127.03249135897045
금호동4가,235,서울숲2차푸르지오,2023,59.862,성동구,12.55,성동구 금호동4가 235,37.54611717997605,127.02406913073781
금호동1가,633,벽산,2023,84.82,성동구,11.05,성동구 금호동1가 633,37.55169303669996,127.0272229865701
하왕십리동,1061,왕십리풍림아이원,2023,59.936,성동구,8.3,성동구 하왕십리동 1061,37.55912297866134,127.02508635156961
응봉동,97,대림(2차),2023,59.91,성동구,8.4,성동구 응봉동 97,37.552968520141675,127.03249135897045
마장동,835,우성에비뉴,2023,62.13,성동구,6.29,성동구 마장동 835,37.57082884636253,127.03898651153561
하왕십리동,1061,왕십리풍림아이원,2023,84.417,성동구,9.8,성동구 하왕십리동 1061,37.55912297866134,127.02508635156961
금호동1가,1818,신금호두산위브,2023,84.33,성동구,10.95,성동구 금호동1가 1818,37.5559790499036,127.02232981109495
행당동,147,서울숲삼부아파트,2023,84.09,성동구,10.1,성동구 행당동 147,37.559926522913784,127.03754901489239
금호동1가,1823,이편한세상금호파크힐스,2023,59.949,성동구,12.6,성동구 금호동1가 1823,37.5542850694594,127.02269176690558
성수동1가,685-696,갤러리아포레,2023,218.05,성동구,88.0,성동구 성수동1가 685-696,37.5457843171681,127.0424767955539
사근동,314,벽산,2023,59.84,성동구,5.9,성동구 사근동 314,37.560383233520554,127.0495485993973
옥수동,528,옥수파크힐스101동~116동,2023,59.91,성동구,15.25,성동구 옥수동 528,37.5484775128729,127.0139947898247
옥수동,528,옥수파크힐스101동~116동,2023,59.88,성동구,15.0,성동구 옥수동 528,37.5484775128729,127.0139947898247
마장동,784,세림,2023,40.86,성동구,7.04,성동구 마장동 784,37.56497714091388,127.04493346186192
송정동,90,건영,2023,59.83,성동구,6.9,성동구 송정동 90,37.55593744667335,127.07088648122073
옥수동,250,옥수삼성,2023,59.7,성동구,11.45,성동구 옥수동 250,37.542431200400586,127.01405191696415
성수동2가,835,롯데캐슬파크,2023,101.995,성동구,17.6,성동구 성수동2가 835,37.54614815916652,127.05585996985405
행당동,147,서울숲삼부아파트,2023,84.09,성동구,15.05,성동구 행당동 147,37.559926522913784,127.03754901489239
송정동,104,서울숲아이파크,2023,84.87,성동구,12.5,성동구 송정동 104,37.55298135263744,127.06952042956752
금호동3가,917,금호1차푸르지오,2023,59.97,성동구,9.6,성동구 금호동3가 917,37.550574562640975,127.0207253427578
행당동,346,행당한진타운,2023,114.62,성동구,14.2,성동구 행당동 346,37.555982804995296,127.02927451281941
마장동,818,현대,2023,59.94,성동구,8.25,성동구 마장동 818,37.569380334786544,127.0424351967635
옥수동,428,극동,2023,57.78,성동구,9.45,성동구 옥수동 428,37.54331131619702,127.01163048022451
옥수동,220-1,한남하이츠,2023,89.19,성동구,18.0,성동구 옥수동 220-1,37.53951520601349,127.01433171733657
마장동,817,삼성,2023,84.93,성동구,10.0,성동구 마장동 817,37.566337267249565,127.04000028777905
하왕십리동,258,벽산,2023,71.33,성동구,8.9,성동구 하왕십리동 258,37.568711711005264,127.03188803080302
옥수동,561,래미안 옥수 리버젠,2023,59.84,성동구,14.08,성동구 옥수동 561,37.545136967633496,127.01371464652675
금호동4가,1507,브라운스톤금호,2023,84.838,성동구,12.9,성동구 금호동4가 1507,37.54665459600204,127.01569590103716
성수동1가,685-700,아크로서울포레스트,2024,198.219,성동구,93.0,성동구 성수동1가 685-700,37.54446351157653,127.04384734489346
행당동,344,신동아,2024,59.97,성동구,8.47,성동구 행당동 344,37.55433246283268,127.03253143893214
하왕십리동,1061,왕십리풍림아이원,2024,84.417,성동구,10.0,성동구 하왕십리동 1061,37.55912297866134,127.02508635156961
행당동,364,행당브라운스톤,2024,59.27,성동구,7.1,성동구 행당동 364,37.55843787864728,127.03001085566407
옥수동,220-1,한남하이츠,2024,89.19,성동구,17.1,성동구 옥수동 220-1,37.53951520601349,127.01433171733657
행당동,377,서울숲더샵,2024,84.18,성동구,16.0,성동구 행당동 377,37.55637065369771,127.04024926150178
응봉동,15,대림강변타운,2024,59.76,성동구,10.45,성동구 응봉동 15,37.553439715322035,127.03587160832643
금호동1가,1500,금호삼성래미안,2024,59.95,성동구,9.8,성동구 금호동1가 1500,37.54917712639022,127.02763727282337
행당동,345,두산,2024,59.94,성동구,8.0,성동구 행당동 345,37.56473236576918,127.03735635960396
옥수동,528-1,옥수파크힐스117동~125동,2024,59.59,성동구,14.15,성동구 옥수동 528-1,37.54660358705626,127.01202494657855
옥수동,561,래미안 옥수 리버젠,2024,84.73,성동구,18.5,성동구 옥수동 561,37.545136967633496,127.01371464652675
금호동4가,340,서울숲푸르지오,2024,84.6,성동구,14.3,성동구 금호동4가 340,37.54498339400554,127.02231894839105
하왕십리동,1070,센트라스,2024,59.94,성동구,12.9,성동구 하왕십리동 1070,37.56633114645973,127.02844074740919
마장동,820,왕십리금호어울림,2024,114.97,성동구,14.0,성동구 마장동 820,37.56295278267309,127.04056263237047
옥수동,220-1,한남하이츠,2024,149.39,성동구,27.5,성동구 옥수동 220-1,37.53951520601349,127.01433171733657
옥수동,436,극동그린,2024,114.32,성동구,12.5,성동구 옥수동 436,37.54208156201197,127.00986694460713
상왕십리동,811,텐즈힐(2단지),2024,84.93,성동구,13.6,성동구 상왕십리동 811,37.56933706830219,127.02537415999852
성수동2가,836,서울숲금강아미움,2024,81.02,성동구,10.55,성동구 성수동2가 836,37.546651372827924,127.0597635524559
성수동1가,685-696,갤러리아포레,2024,218.58,성동구,100.0,성동구 성수동1가 685-696,37.5457843171681,127.0424767955539
응봉동,15,대림강변타운,2024,59.76,성동구,10.0,성동구 응봉동 15,37.553439715322035,127.03587160832643
하왕십리동,1071,왕십리자이,2024,59.99,성동구,11.2,성동구 하왕십리동 1071,37.56068058074817,127.02448986012342
행당동,344,신동아,2024,59.94,성동구,8.3,성동구 행당동 344,37.55433246283268,127.03253143893214
행당동,344,신동아,2024,59.97,성동구,7.5,성동구 행당동 344,37.55433246283268,127.03253143893214
옥수동,557,극동옥정,2024,59.34,성동구,8.5,성동구 옥수동 557,37.540553346529315,127.01375694688343
옥수동,100,옥수하이츠,2024,84.86,성동구,17.55,성동구 옥수동 100,37.539617299494765,127.01595702382392
성수동1가,718,트리마제,2024,136.5606,성동구,52.0,성동구 성수동1가 718,37.538813464641706,127.0450469178497
옥수동,428,극동,2024,142.26,성동구,15.9,성동구 옥수동 428,37.54331131619702,127.01163048022451
성수동2가,834,현대I-PARK,2024,84.98,성동구,14.5,성동구 성수동2가 834,37.5474750251726,127.05665042231809
옥수동,528,옥수파크힐스101동~116동,2024,84.64,성동구,17.9,성동구 옥수동 528,37.5484775128729,127.0139947898247
응봉동,15,대림강변타운,2024,59.76,성동구,10.4,성동구 응봉동 15,37.553439715322035,127.03587160832643
금호동1가,1823,이편한세상금호파크힐스,2024,84.957,성동구,16.4,성동구 금호동1가 1823,37.5542850694594,127.02269176690558
금호동1가,1823,이편한세상금호파크힐스,2024,59.983,성동구,13.95,성동구 금호동1가 1823,37.5542850694594,127.02269176690558
금호동1가,1823,이편한세상금호파크힐스,2024,59.983,성동구,13.95,성동구 금호동1가 1823,37.5542850694594,127.02269176690558
금호동1가,633,벽산,2024,84.82,성동구,11.29,성동구 금호동1가 633,37.55169303669996,127.0272229865701
금호동2가,1,신금호파크자이,2024,59.98,성동구,12.8,성동구 금호동2가 1,37.555566981817236,127.01874147329384
옥수동,561,래미안 옥수 리버젠,2024,59.98,성동구,14.51,성동구 옥수동 561,37.545136967633496,127.01371464652675
성수동1가,704,한진타운,2024,59.4,성동구,13.5,성동구 성수동1가 704,37.541089635434915,127.0453594123701
마장동,818,현대,2024,84.91,성동구,9.45,성동구 마장동 818,37.569380334786544,127.0424351967635
성수동1가,656-320,동아,2024,52.68,성동구,14.15,성동구 성수동1가 656-320,37.54433993458183,127.04575197772905
옥수동,428,극동,2024,148.23,성동구,16.0,성동구 옥수동 428,37.54331131619702,127.01163048022451
하왕십리동,1071,왕십리자이,2024,84.99,성동구,12.35,성동구 하왕십리동 1071,37.56068058074817,127.02448986012342
성수동2가,838,성수동두산위브,2024,84.34,성동구,13.0,성동구 성수동2가 838,37.53716441812715,127.05839135072074
하왕십리동,1070,센트라스,2024,115.99,성동구,20.3,성동구 하왕십리동 1070,37.56633114645973,127.02844074740919
하왕십리동,1058,극동미라주,2024,84.33,성동구,9.1,성동구 하왕십리동 1058,37.55854971141043,127.02326411674866
